ID_NOTICE_CAN,ISO_COUNTRY_CODE,WIN_COUNTRY_CODE,AWARD_VALUE_EURO
2019366867,DE,DE,1
2019604268,DE,,
2019110050,DE,DE,3646.58
2019558052,FI,FI,540000
2019100305,FR,,
2019304579,ES,,
2019478410,IT,IT,5828.33
201967847,DE,DE,0.01
201959839,LT,,
2019117871,RO,,
2019335548,PL,PL,34589.5
2019324003,RO,RO---RO---RO,783617.47
2019518462,SI,SI---SI,23796.24
2019567208,BG,,
2019146319,RO,,
2019581034,RO,,
2019387564,SI,SI,10211.42
201975107,PL,PL,5119.14
2019139515,UK,UK,700000
2019285611,PL,,
2019222120,SI,,
2019302700,RO,,
2019547674,BG,BG,7362.72
2019421144,NO,NO,152267.26
2019218792,SI,,
2019147514,SE,SE,0.09
2019271732,RO,,
201982259,PL,,
2019388836,SE,SE,199473.99
2019468544,BG,,
201916249,RO,,
2019214207,PL,PL,17697.81
2019618157,RO,RO,2024.11
2019356932,SI,SI,1259.89
2019279683,NL,NL,1
2019405645,PL,HU,888868.21
201932697,DE,,
2019533182,DE,DE,73772.33
2019305409,FR,FR,599
201991648,PL,PL,49515.68
2019430511,RO,,
2019354413,RO,,
2019488174,IT,,
2019436662,RO,RO,642.45
201981711,FR,,
2019419618,PL,,
201959671,SE,SE,1246564.86
2019507288,PL,PL---PL,14901.81
2019574193,SI,SI,242023.98
2019620401,RO,RO,607.34
2019382356,ES,,
2019102834,GR,,
2019222144,SI,,
201958484,UK,UK,96.84
2019136349,SE,SE,82261
2019279697,LT,,
2019216746,SE,SE,2201.79
2019517607,RO,RO,3793.23
2019355415,UK,,
2019199838,HR,HR,211175.52
2019485692,RO,RO,26820.95
2019575439,ES,ES,47950.46
2019121706,PL,PL,3536.46
2019452245,RO,RO,2455.06
2019438275,PL,PL---PL,19951.31
2019291575,IT,IT,23100
2019509980,RO,RO,59.01
2019102059,BG,BG,306938.79
2019567044,ES,ES,0.01
2019442841,EE,EE,312.8
201926980,LT,LT,19200
2019410112,FR,FR,361080
2019349308,HU,HU,2517.68
2019258519,RO,,
2019337971,FR,FR,1000000
2019151325,CZ,,
2019172304,FR,FR,105000
2019568717,RO,RO,30756.75
2019406266,RO,RO,2083.11
2019392479,HR,HR,37809.49
201957634,BG,,
2019546914,RO,RO,223.38
201969461,RO,RO---RO---RO,28905.4
2019160328,LV,LV,4936.88
2019522549,RO,,
2019486934,UK,UK---UK---UK---UK---UK,455700.24
2019587894,NO,SE,23926.26
201945627,PL,PL,2142.86
2019396081,RO,RO,1160727.46
2019194989,CZ,CZ,2853.12
2019382248,PL,PL,415.15
2019480824,RO,RO,143281.15
2019515724,RO,RO---RO---RO,398.29
20199292,RO,RO,990.03
2019245865,CH,CN,528447.5
2019350255,CZ,CZ,60646.67
2019562551,FR,FR---FR,13628
2019594626,BG,BG,92033.95
2019290023,FR,FR,234925
2019356935,CZ,CZ,10385.53
2019268162,CZ,CZ,188220.02
2019608804,RO,,
2019181353,FR,FR,530.5
2019189775,SI,SI,2514
2019447100,FR,FR,46607.52
2019563870,HR,,
201933510,SI,,
2019472867,DK,DK,
2019384103,CH,CH,217963.41
2019318971,RO,RO---RO---RO---RO,175.54
2019411540,FI,FI,266960
2019251860,PL,PL,12760.61
2019362510,DE,DE,21600
2019457841,DE,DE,733181
2019615651,FR,FR,271876.77
2019187853,ES,ES,1203692
2019551722,PL,PL,48468.74
2019584675,IE,IE,60
2019211744,DE,DE,0.01
2019588877,GR,,
2019597033,RO,RO,31863.11
2019561703,ES,,
201964617,IT,IT,462289.05
2019505440,DE,,
2019446350,ES,,
2019336685,DE,,
2019473774,SI,,
2019191784,FR,FR,84698
2019489820,FR,,
20193791,PL,PL,16896.87
201955140,FR,,
2019318957,LT,,
2019434329,CZ,CZ,9376.7
2019131415,DE,,
2019348906,DE,DE,384328.8
2019436980,SE,SE,661057.12
2019215567,PL,PL,18.89
2019227674,BG,BG,3049.9
2019522297,RO,RO,944.09
201995116,RO,,
2019196975,DE,DE,1
2019239607,DE,,
2019396133,LT,LT,79262.81
2019360009,FR,FR,67500
201935496,LV,LV,67.86
2019320109,SE,SE,377746.93
2019222861,UK,UK---UK---UK---UK---UK,1.14
2019210769,RO,RO---RO---RO,322.21
2019589570,FR,FR,600000
201966660,CZ,,
2019527971,PL,,
2019107587,RO,,
201919395,PL,PL,167748.19
2019201124,ES,,
2019200020,DE,DE,0.01
2019539549,HR,HR---HR---HR,440550.42
2019491288,PL,PL,65966.35
2019221320,UK,UK---UK---UK---UK,341775180.29
2019379508,PL,,
2019265109,RO,RO,652.75
2019398813,UK,UK,94473.16
2019534831,DE,DE,155762
2019160513,UK,UK,202068.88
2019608804,RO,,
2019170024,PL,,
2019274762,RO,RO,2301.78
2019505633,FR,,
2019559352,FR,FR,48000
201929492,DE,DE,1
201992676,FR,FR,40000
2019466201,PL,PL,82734.69
2019133794,PL,PL,809994.42
2019483196,UK,UK,451727.67
2019120138,FR,FR,50508.04
201985460,PL,PL,176.79
2019261660,RO,RO,375.77
2019577697,DK,,
2019278606,FR,,
201912035,DE,DE,1
2019514411,FR,,
2019333143,DK,DK,428603.96
2019512986,DE,DE,8802.21
2019268117,RO,,
2019391148,UK,UK,21601.33
201920227,RO,,
201985214,BG,BG,35024.03
2019364274,SI,SI,55.21
201981861,RO,RO,4837.21
2019432308,IT,,
2019133611,SI,,
2019312670,SE,,
2019268310,RO,,
2019256873,FR,FR---FR,103148.8
201959856,LT,LT,50400
2019586128,RO,,
2019613137,RO,RO,12375.11
2019130376,BG,,
2019304680,PT,PT---PT,829243.81
201926112,SI,,
201987796,PL,,
2019346056,PL,,
2019114522,ES,ES,0.01
2019435800,ES,ES,101927.84
2019232742,SE,SE,55717.67
2019299985,IT,IT,3593580
2019422718,GR,,
2019459270,BG,,
2019113665,IT,,
201942859,PL,PL,418.84
2019554074,FR,FR,84.05
201947864,LT,,
2019615453,RO,RO,4946.79
2019332180,SK,,
201996177,UK,UK,968363.01
2019247980,DE,DE,0.01
201928626,LT,,
2019516003,SI,SI,1034.85
2019321059,DE,DE,378624
2019132489,ES,,
2019505512,DE,DE,1
201950055,SI,SI,5249.93
2019208891,ES,,
2019330619,IT,IT---IT,2242500
2019222952,RO,RO,8957.07
2019620423,RO,RO,90194.51
2019554122,CZ,CZ,34559.46
201992676,FR,FR,24000
2019222903,IE,,
201946197,HU,HU---HU---HU---HU---HU,235167.85
2019474608,AT,AT,20000000
2019608802,RO,RO,7.38
2019170016,IT,IT,20250
2019506164,EE,,
2019475696,RO,RO---RO---RO,19556.61
2019256846,FR,FR,448000
201957569,SI,SI---SI,456.34
2019117000,FR,,
201997738,PL,PL,452755.96
2019410646,SI,,
2019530738,SI,,
2019613269,ES,,
2019431840,PL,PL,795.65
2019298071,DK,DK,1352781.24
201955036,RO,RO,127592.4
2019106921,FR,FR,200000
201979319,UK,UK,103050.1
2019388765,ES,ES,63012
2019596939,RO,RO,240.24
2019575549,RO,RO,6467.72
2019186151,SI,SI---SI,6685.6
2019362372,FR,FR,50000
201921158,PL,PL,521.22
2019239606,DE,DE,1
201985199,CZ,CZ,407900.12
2019259355,UK,UK,36364.88
2019290781,MK,,
2019227955,FR,FR,14000
2019342262,RO,,
2019160117,FR,FR,49000
2019576695,FR,FR,343200
2019376911,PL,PL---PL,3469024.57
2019348598,MK,MK,639782
2019284544,DE,DE,0.01
2019363974,LT,,
2019292297,IT,IT,11386950
201949999,SI,SI,363.73
2019501660,RO,RO,1421.52
201976507,LT,,
2019184245,DE,DE,0.01
2019556723,ES,ES,8312.27
2019445582,PL,,
2019556947,UK,UK,341775180.29
2019246973,LT,LT,1200
2019187568,IT,IT,402060
2019374665,IT,IT,1375
201926121,SI,SI,651.61
2019374676,RO,,
2019154059,LT,,
2019603980,FR,FR,372475.2
2019269556,FR,FR,1052000
2019491334,PL,PL,30249.44
2019502781,DE,DE,246245.95
2019126704,LT,,
2019620457,SK,SK,1185002.73
201964130,FR,FR,211920.87
201931096,RO,RO,2054.66
2019426773,UK,,
201960506,RO,RO,185033.61
2019377615,RO,RO,261.34
2019336061,ES,,
2019138882,FI,FI---FI---FI,200000
2019469285,FR,FR,20000000
2019568826,FR,FR,498590.57
2019256838,BG,,
201974674,LV,LV,13562.5
201997913,SI,,
2019602156,DE,DE,633059
201914787,RO,,
2019331178,DE,DE,245178.39
20195517,PL,PL,563144.01
2019207182,PL,PL---PL---PL,376954.58
2019326822,ES,ES,20976
20196468,PL,PL,298352.57
2019226993,DE,DE,1
2019234415,PL,PL,40.05
2019177768,RO,,
2019443803,SI,,
2019364109,RO,RO,670.14
201957602,SI,SI,2511.3
2019450118,RO,RO,6481387.06
2019310955,SE,SE,339972.24
2019148380,FR,,
2019501670,RO,RO,2.38
201970498,UK,UK,57965.07
2019221973,RO,,
2019519911,RO,RO,626842.03
2019416334,PL,PL,173119.88
2019583356,PL,PL,21546.21
2019589389,PL,,
2019490936,PL,,
2019269527,NL,NL,296000
2019285359,DE,DE,17.58
2019602879,RO,,
2019127946,HR,HR---HR---HR---HR---HR,6910158.91
2019162172,LT,,
2019580089,RO,RO,5851.48
2019112303,RO,,
2019186098,ES,ES,1288612
2019591450,RO,RO,103.68
2019541323,FR,FR,94000
2019504178,FR,FR,840000
2019559317,RO,,
2019127486,IT,IT---IT,1086451.88
2019118275,FR,,
201952527,SI,SI,2762.2
2019322899,BE,,
2019199730,SI,SI---SI,29729.15
201972480,UK,,
201976447,BG,,
2019601512,RO,,
2019487379,MK,,
2019353818,FR,,
2019169933,RO,RO,771.12
2019551391,ES,,
201914061,PL,PL---PL,45186.88
2019608814,RO,RO,100.94
2019172512,PT,PT,8783.06
2019478307,SI,SI,142.14
2019218832,SI,SI,5270
2019549239,DE,,
2019509870,DK,,
2019515808,RO,,
2019599770,RO,RO,81171.9
2019438265,RO,RO,47204.6
2019186245,RO,,
2019185771,ES,ES,16252.55
2019436844,FR,FR,32480
2019388874,ES,ES,65904
2019490026,IT,IT,3000000
20191875,RO,RO---RO---RO,44.76
2019437314,FR,FR,681.97
201967774,HU,HU,74900.09
2019438275,PL,PL,73816.5
2019603982,SE,SE,302197.54
201972337,UK,,
2019266362,IT,IT,639381.58
2019432371,FR,FR,5659051
2019347224,LT,LT,8367189.66
2019210663,LV,LV,90909
2019602600,RO,,
2019325293,DE,DE,0.01
2019109943,FR,FR,54000
2019351779,SI,SI---SI---SI,26804.5
2019588671,RO,RO,19387.6
2019151300,ES,ES,15345.6
2019470600,FR,,
2019390326,RO,RO,240.76
2019389726,FR,FR,480000
2019353409,SI,,
2019581226,PL,,
2019577106,BE,,
201926204,PL,PL,2489.71
2019256688,UK,UK---UK---UK,1708875.9
2019581143,LT,,
201955201,SI,SI---SI,20388
2019594575,RO,,
2019555050,FR,,
2019239359,LU,LU,52802.76
20191346,IT,,
2019302689,RO,RO,205441.17
201964508,LV,LV,9776
2019191868,HU,HU,3372.63
2019591230,RO,RO,8808.72
2019488965,RO,RO,210.32
2019539415,LT,LT,135.45
2019102617,FR,FR,30000
2019546711,RO,,
20199112,CZ,CZ,4694.59
2019354413,RO,,
2019339708,SI,SI---SI,4387.21
2019494813,BE,BE,339508
2019440635,RO,,
20196773,BE,,
2019398302,PL,PL,8103.02
2019156918,RO,RO,254.69
2019539598,PL,PL---PL,1264.43
2019212584,DE,DE,0.01
2019459362,SI,,
2019563064,RO,RO,565934.29
2019170046,PL,PL,31098.75
201994133,ES,,11400000
2019566260,PL,PL,3252.98
2019613522,BG,BG,36411.53
2019305465,DE,DE,0.01
201989956,RO,RO,1731.19
2019344420,PL,PL,6049.89
2019586129,RO,,
2019609124,ES,,
2019360669,IT,IT,594032.6
2019366735,UK,UK,446586.24
2019355466,DE,DE,1
2019213084,RO,,
2019480,LT,LT,69509
2019107501,GR,GR,12038.1
2019499269,PL,PL,1116.9
2019415837,DE,DE---DE,269340.4
2019239631,RO,,
2019581114,RO,RO---RO,1127096.71
2019447624,PT,PT,934718.4
2019231720,RO,,
2019605781,PL,PL,8162.7
201981799,FR,FR,22255
2019222005,RO,RO,10797.69
2019503616,SE,SE,4394245.03
2019343774,DE,DE,74960
2019581034,RO,,
2019408565,PL,PL---PL,840.17
2019171560,ES,,11700000
2019100915,FR,FR---FR,1
2019381414,FR,FR,39354.49
2019164080,ES,ES---ES,1858922.15
2019316871,IT,IT---IT,327002.82
2019475897,FR,FR,705207
2019298138,RO,RO,179982.3
2019444911,DE,DE,1021436
2019501648,ES,,
2019428957,DK,,
2019316894,FR,FR---FR---FR---FR---FR---FR,449500
2019269582,GR,,
2019564139,SI,SI---SI---SI,1200
2019533259,RO,RO,1264.41
2019282925,FR,FR,29709400
2019265061,FR,FR,6642.51
2019450372,LT,,
2019591652,FR,FR,157070
2019600062,CZ,,
2019596762,PL,PL,64532.01
2019433331,IT,,
2019281089,LT,LT,58100
20197229,FR,FR,125000
2019247752,FR,FR,4900
2019544084,RO,,
201985432,RO,,
2019241398,NL,NL,349800
201933399,RO,RO,231.24
201982585,FR,,
2019105989,UK,UK,45570.02
2019494033,RO,RO,25498.91
2019569705,BE,BE,85065.7
2019302584,PL,,
201945627,PL,PL,4214.63
201967740,IT,IT,1758750.96
2019273498,SE,SE,1230820.37
2019145626,FR,FR,1
2019334395,FR,FR,1366203.22
2019255700,IT,IT,3000000
2019241857,RO,RO,147126.63
2019474425,DE,DE,318000
2019402286,FR,FR,25384
2019581040,RO,RO,842.34
2019534831,DE,DE,990895
2019288835,SE,SE,944.37
2019144635,FR,FR,1
2019171779,DE,DE,1490557.61
2019108148,IT,,
2019562628,DE,DE,80000
2019282980,LT,,
2019594508,ES,,
201966199,DE,DE,3167.67
2019184596,NO,NO,35529027.22
2019495481,CH,,
2019338899,FR,,
2019403211,FR,FR,562746.6
20197762,PL,PL---PL---PL---PL---PL---PL---PL---PL---PL,375111.91
2019210773,RO,RO,227.43
2019215384,RO,RO---RO---RO,3343097.38
2019199761,SI,SI,87.42
20194192,EE,NL,1376700
2019451709,FR,FR,64000
201953644,DE,DE,0.01
2019177768,RO,RO,13.97
201992252,FR,,
201962103,ES,ES,1
2019326738,PL,PL,10067.01
201924794,FR,FR,24447302
2019258544,PL,IE,52098.82
2019619738,FR,,
2019356951,LV,,
2019516390,PL,PL,24781.27
201952309,PT,,
2019195513,UK,UK,36917.02
2019268406,PL,,
2019342000,ES,ES,190000
2019138586,ES,ES,5069669.82
2019349262,PL,PL,1861.5
2019571146,RO,,
2019329173,PT,PT,4831.2
2019382248,PL,,
2019566223,PL,PL,1789.84
2019172376,EE,EE---EE,16695
2019373,RO,,
2019100112,RO,,
2019331237,FR,FR,6000000
2019620971,FR,FR,6922
2019218748,RO,RO,557.12
2019308862,UK,UK,2050651.08
2019170296,RO,RO,2094.7
2019536419,FR,,
2019203540,HR,,
2019472057,FR,FR,35000000
2019243164,IT,IT---IT---IT,1658310.71
201941246,UK,UK,1604.71
201950050,RO,RO---RO,1595.94
2019581235,PL,PL,2805.97
2019513004,PL,PL,26044.77
201950212,RO,RO,18202.43
2019615527,NL,NL,69.5
2019344567,CZ,CZ,3076.16
2019252162,FR,FR,8736.17
2019365613,ES,,
2019565488,DE,DE,1492259.42
2019588778,RO,RO---RO,5675.93
2019122701,UK,UK,3735.16
2019271862,SI,,
2019115684,UK,UK,7295.05
2019283234,DE,,
2019510139,SI,,
2019545099,RO,RO,1178.88
2019351813,PL,PL,32976.55
2019374625,RO,,
2019255481,RO,,
2019561959,RO,RO,628.25
2019293757,RO,,
2019342262,RO,,
2019553785,RO,RO---RO,16798.94
2019335085,RO,,
2019496481,SI,SI---SI---SI,593.1
2019510206,RO,RO,495.65
2019513973,BG,BG,96942.43
2019319031,LT,LT,19883.33
2019199761,SI,SI,79.63
2019541892,PL,PL,421.28
2019117037,PL,PL---PL,1675.35
2019208884,PL,PL,1869.07
201923835,RO,,
2019450262,ES,,
2019532491,ES,ES,186252
2019276026,FR,FR,23780
2019139774,DK,,
2019112923,PL,,
2019571157,RO,RO,35524.84
2019321519,DE,DE,1
2019488257,RO,,
20196528,RO,RO,22253.6
2019513866,UK,UK,2517.58
201971725,RO,,
2019191277,BG,BG,1196441.35
2019145055,CY,,
2019131305,PL,PL,30540.3
2019489178,SI,SI,736775
201938137,PL,PL,10060.5
2019205862,CZ,CZ,48936.7
2019419642,FR,FR,25000
2019564107,RO,RO,53105.18
2019366961,PL,PL,9843.87
2019157727,ES,ES,2400000
2019429042,FR,FR---FR---FR,25581182
201926851,FR,FR,90000
2019347086,LT,,
2019319051,FR,FR,140000
2019339526,PL,PL,7162.14
201995885,ES,ES,2314420.52
2019121767,SE,SE,245535.5
2019582841,UK,UK,148102578.12
2019553777,RO,,
2019354398,EE,EE,26850
2019268171,PL,PL,15199.46
2019452881,UK,UK,4402333.19
2019594389,RO,,
2019445309,FR,FR,53998
2019224610,RO,RO,102.42
2019615656,RO,RO,1761.59
2019141301,FR,FR,13292.1
2019219844,UK,UK,7088844.46
2019376641,PL,PL,2326.88
2019286535,BE,,
2019298136,RO,,
2019466220,PL,PL,218494.04
2019614982,FR,FR,63782.52
2019363036,SI,SI,5680.92
2019604257,GR,,
2019345402,ES,ES,73000
2019319061,RO,RO,206.35
2019105324,RO,RO,22953.24
2019305348,SI,SI,4695
2019484143,PT,PT,6583.5
2019315992,SI,SI,578.36
2019321726,BG,,
2019384943,PL,PL,34030.62
2019583378,PL,,
2019121566,LV,LV,244.5
2019421919,RO,RO---RO---RO,101.15
2019385058,DE,DE,79039.56
2019528877,NO,SE,337643.92
2019326802,SI,,
2019566265,PL,PL,92494.02
2019539370,RO,,
2019589621,DE,DE,0.01
2019613176,RO,RO,1141.76
2019102710,PL,,
2019326616,SI,,
201915730,FR,FR,6676.2
2019426166,PL,PL,7352.94
2019436629,UK,UK,56962530.05
2019480801,DK,,
2019569880,DE,DE,522974.31
20197797,FR,FR,81000
2019284536,RO,RO,198302.53
201971712,BG,,
201926181,FI,FI,300000
2019403845,RO,RO,492811.57
2019255406,RO,RO,380.59
2019580297,IT,IT,35000000
2019410795,PL,PL---PL,23614.34
2019218798,SI,,
2019235236,FR,FR,787500
2019209347,DE,DE,0.01
2019231294,DE,DE,639060
2019395703,DE,DE,0.01
201942794,CZ,CZ,850531.66
2019499042,CZ,CZ,3300350.6
2019194999,DE,,
2019240563,DE,DE,25770
2019257926,DE,DE,200421.8
2019246855,ES,ES,2451000
2019523765,RO,RO,1572.21
2019239606,DE,,
2019620825,RO,RO,4646.64
2019540829,PL,PL,2876000
2019227852,FR,FR,480000
2019450364,PL,,
2019406482,BG,BG,9367.01
2019475654,EE,,
2019146198,RO,RO,4067888.23
2019338076,DE,DE,8736
2019485648,RO,RO,63.33
2019226840,RO,,
2019411304,UK,UK,45789.74
2019239550,PL,,
2019578405,BG,,
2019605863,LT,,
2019443109,RO,RO,85.97
2019496482,PL,,
2019532406,SI,SI,317.55
2019580089,RO,RO,132928.47
2019175103,BG,,
2019398385,RO,,
2019525276,FR,FR,1
2019115643,SI,SI,12295.08
2019249996,DK,DK,621475.74
2019208846,PL,PL,208895.66
201950207,RO,RO---RO,84.08
2019184041,BG,BG,8332.2
201949988,RO,RO,3687.86
2019559373,RO,,
2019534667,RO,,
2019608935,DE,,
2019336063,ES,,
201944467,HR,HR,849094.1
2019607040,FR,FR,25260
2019286758,BG,BG,55106.35
2019185912,RO,RO,263418.54
2019578553,PL,PL,92472.2
2019167717,SI,SI,734
2019125243,FI,,
2019330105,FR,,
201940615,SI,,
2019586974,RO,RO,0.01
2019417486,RO,RO,186.5
201942805,BG,,
201935781,LT,LT,2671.68
2019131427,HR,HR,1871.17
201930836,RO,,
2019213002,ES,,
2019135095,AT,,
2019318670,RO,RO,78704.57
2019229177,PL,,
2019338274,DE,DE,42708.42
2019466192,PL,PL---PL,7138.87
2019196985,DE,DE,0.01
201998519,LV,LV,26301.45
201959779,HU,HU,14442.05
2019129044,FR,FR,9000
2019446343,UK,UK,74.05
2019387373,FR,FR,40000
2019398384,SI,,
2019329275,FR,FR,130000
2019143605,LT,,
2019102684,LV,LV,118966.5
2019332118,PL,PL,31017.72
2019481799,SE,SE,70827549.08
2019262801,RO,RO,2848.67
2019613524,RO,,
2019369390,FR,FR,2576
2019211796,DE,DE,52002
201924760,FR,,
2019518892,CZ,CZ,107323.72
2019566947,AT,AT,1
2019201530,FR,FR,126700
2019212898,RO,RO,4741.53
2019480857,FR,,
2019336614,DE,DE,1846956.46
2019551624,ES,,
2019447731,DE,,
2019602597,RO,RO,2059.47
2019487420,CH,CH,649779.67
2019339483,PL,PL,81.44
2019268310,RO,RO,21.92
2019155202,HR,,
2019145345,NO,NO,487255.23
2019581238,FR,FR,375000
2019151243,HR,HR,11263.82
2019560173,ES,ES---ES,1389821
2019383312,ES,,
201995827,CZ,CZ,39467.2
2019458734,IT,IT---IT---IT---IT,12151395.47
2019544241,BG,BG,1360556.35
2019516155,SI,SI---SI,1625.45
2019318096,FR,,
2019100976,RO,RO,430.45
2019471327,PL,PL,2466.49
2019438278,HR,HR,80.08
2019534921,RO,,
2019127493,DE,DE,799661.32
201931738,PL,PL,25874.36
2019339650,PL,,
2019478383,DE,DE,0.01
2019602832,RO,RO---RO---RO,824.39
201962129,NL,NL,1
20199971,FR,FR,76015
2019268274,PT,PT,11657.25
2019323322,FR,FR,800000
2019141208,PL,,
2019363084,PL,PL,1263893.18
201983889,FR,FR,496553
201935604,CZ,CZ,3833.5
2019221948,RO,,
2019357835,DE,DE,0.01
201934236,PL,PL,438342.33
2019438919,FR,,
2019269657,DK,,
2019231300,FR,FR,450000
2019143154,DE,DE,360000
2019210876,RO,RO---RO---RO,49665.99
2019395688,DE,DE,810068.8
201945798,LT,,
2019144407,PL,,
2019379038,PL,,
201971588,CZ,CZ,12220.49
2019222046,FR,FR,52027.15
2019359369,PL,,
2019364100,SI,,
201950140,SI,SI,2126.37
2019442993,BG,BG,35453.52
2019100305,FR,FR,190
2019523385,DE,DE,400000
2019112304,FR,FR,626753
201948401,FR,FR,576840
2019339504,PL,PL,3085.46
2019299553,FR,FR,172285
2019355183,UK,UK,16.52
20197640,SE,SE,20776.84
2019433331,IT,IT,792
2019199772,SI,SI,300
2019611816,FR,,
2019309457,DE,DE,1
2019462748,UK,UK,1594950.84
2019115729,SE,SE,217204.48
2019205103,UK,UK,22785012.02
2019210758,RO,RO,23180.83
2019210754,RO,,
20191132,PL,PL,19085.54
2019298263,RO,RO---RO,1444.46
2019199536,CZ,CZ,23238.62
2019339775,FR,FR,253500
2019567389,GR,GR,1975
2019358106,FR,FR,2062000
2019179418,ES,ES,32919.28
2019508231,IT,IT,1827746.81
2019349945,BG,BG,2290.62
2019612924,RO,,
201921124,PL,PL---PL,30403.02
2019139754,LV,,
2019453535,FR,FR,7500000
2019273900,PL,PL---PL---PL---CZ---PL---PL,570336.47
2019494058,FR,FR,12447.83
2019608843,RO,RO,5194.57
2019337819,BE,,
2019231776,PL,,
2019303677,BE,,
2019468544,BG,,
2019443102,PL,PL,2704.83
2019567716,RO,RO,21115.78
2019508316,FR,FR,60924.24
201964684,RO,,
2019400271,PL,PL,20143.08
2019473038,LU,HU,23.91
2019384995,RO,,
2019210784,CZ,CZ,44409.82
2019128113,DE,DE,21000000
2019491235,LT,,
2019170030,ES,ES,25918.2
20199998,DE,DE,347620.71
2019517591,DE,DE,246600
2019311436,DE,DE,0.01
2019384982,RO,RO,3401.79
2019467078,CZ,CZ,3240.75
2019488327,RO,RO,348.56
2019133591,RO,,
2019423033,PL,PL,218284.62
2019156727,PL,,
201980835,PL,PL,244.32
2019330136,PL,PL,1872.44
2019172333,PL,PL,94797.1
201976497,PL,PL,969.53
2019516191,RO,RO,446.76
2019110645,LT,LT,435725.7
2019567220,FR,FR,120000
2019402582,SI,,
2019604844,FR,FR,229914.11
2019423931,HR,,
20195743,SE,,
2019124213,RO,,
2019342274,FR,FR,89573.46
201978041,FR,FR,359380.62
2019608813,RO,RO,77.55
2019304063,FR,,
201983633,SE,,
2019393923,DE,DE,77097.75
2019320368,IT,IT,129970
2019374629,ES,ES,31712.11
201938137,PL,PL,1809.87
2019215638,HR,,
2019113610,PL,,
2019515927,RO,RO,2179
2019146319,RO,,
2019420505,PL,PL,179229.93
201945627,PL,,
2019365329,PL,,
2019438341,PT,PT,2520
2019426059,IT,IT,19000
2019342757,CZ,CZ,4688.12
2019534606,LT,,
2019571146,RO,,
201935796,FR,FR,25976
2019229220,HR,,
2019249462,PL,PL,14542.07
201944104,ES,ES,189600
2019136189,SK,SK,202988
2019433307,IT,IT,357000
2019608985,DE,DE,1
201935842,SI,,
201951359,PL,PL,350.89
2019537995,BG,BG,1942.94
2019389827,DE,,
2019311193,SE,SE,9443.67
2019264390,RO,RO,5569572.84
201934334,FR,FR,264234.87
2019457790,IT,IT,1528312.5
2019576726,RO,RO,258.35
2019567360,DK,DK,279128.33
2019421919,RO,RO---RO---RO,199.88
2019292628,FR,FR,240000
2019331044,DE,DE,17350.49
2019144694,GR,GR,45461.68
2019364294,ES,ES,786486.91
201916224,FR,FR,184800
201965893,NO,NO,60906903.8
201944164,CZ,CZ,14412.62
2019310461,PL,,
2019434383,ES,,
2019427680,DE,DE,0.01
2019211525,DK,DK,174388.23
2019501670,RO,RO,15.64
2019305335,ES,,
2019151244,PL,PL,2011.29
201953483,ES,,
2019155349,BG,BG,12782.49
2019536430,ES,,
2019586210,RO,RO,10490.38
2019455463,BE,BE,4570000
2019280290,FR,FR,180000
2019260866,FR,FR,100000
2019196779,PL,PL,54350.43
2019424638,ES,ES,155644
201987905,RO,RO---RO---RO,687.84
2019396718,UK,UK,1009.05
2019333418,FR,FR,140000
2019404554,RO,,
2019139692,IE,IE,1600000
2019185803,BG,,
2019179032,FR,FR,35759.88
2019501962,CZ,CZ,5.54
2019556967,PL,PL,194.34
2019293603,RO,RO,69867.45
2019186065,LT,,
2019354344,CZ,CZ,24381.47
201911581,BG,BG,3449.48
2019412788,RO,RO---RO---RO,1669.02
2019368657,FR,FR,868726.15
2019172570,RO,,
201938115,SI,,
2019124213,RO,,
2019236997,HR,,
201938012,HR,HR,20483.71
2019312821,HR,HR,78411.97
2019391084,RO,RO,895
2019327893,IT,IT,24450
2019508924,LU,DE,878100
2019555305,FR,FR,53445
2019464550,LT,LT,5065.32
2019261540,IT,IT,577407.4
2019459344,PL,PL,13.94
2019351658,PL,PL,63555.57
2019447774,SI,,
2019237056,SE,,
2019534825,PL,,
201950796,SI,SI---SI---SI---SI,9946.44
2019268253,IT,IT,1052096.15
2019527529,PL,PL,17415.3
2019167717,SI,SI,6210.06
2019239554,ES,ES,47565
2019601142,FR,FR,920000
2019606828,DE,DE,616158.15
2019146207,LT,LT,8.71
2019201386,UK,UK,97430.34
2019256873,FR,,
2019213000,HR,HR,126341.33
201961957,RO,RO,8860.98
2019237830,PL,PL,45636.63
2019575607,RO,RO,260468.25
2019516335,RO,,
2019509326,DE,DE,224419.6
2019146283,PL,PL,13225.99
2019351134,FR,FR,291700
2019337250,SI,SI,1146.32
201939200,PL,,
2019212894,RO,RO,906.58
2019231031,CH,CH,313191.93
2019498952,LT,LT,4000
2019258519,RO,RO,8275.96
2019579563,FR,,
2019530040,HU,HU,122003.87
2019579631,ES,ES,284532
2019307244,CH,CH,574427.36
2019591633,FR,FR,2219.14
2019150036,PL,,
2019298262,RO,,
2019251763,PL,PL,33320.92
2019583418,RO,RO,11379.68
2019205070,PL,,
201922567,DE,DE,
2019471317,PL,PL,4284.03
2019545276,PL,,
201946843,RO,RO,53459.21
2019460359,FR,FR,125687.5
2019534846,RO,RO,11539.84
2019132016,UK,UK,4506.43
2019181525,ES,,
2019594351,RO,RO,274.69
2019333288,FR,FR,5875
201931003,IE,IE,229116
2019152763,ES,,
